-0.000394789,3.37E-05
0.066982498,0.180964403
0.138570865,0.340856686
0.210159231,0.483918202
0.29438084,0.610148952
0.365969206,0.719548935
0.433346493,0.80791046
0.500723779,0.88364891
0.572312146,0.942556593
0.643900513,0.980425818
0.7112778,1.005671968
0.778655086,1.022502735
0.850243453,1.00987966
0.913409659,0.993048893
0.980786946,0.955179668
1.048164232,0.904687369
1.115541519,0.837364302
1.182918805,0.75741816
1.250296092,0.656433561
1.317673378,0.542825886
1.380839584,0.416595136
1.448216871,0.273533619
1.511383077,0.113641336
1.574549283,-0.058874022

